"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Injured","# Victims Killed","# Subjects-Suspects Injured","# Subjects-Suspects Killed","# Subjects-Suspects Arrested",Operations
482838,"March 14, 2013",California,Modesto,"1400 block of Western Way",4,0,0,0,0,N/A
482856,"March 13, 2013","New York",Mohawk,"17 W Main St",2,4,0,1,0,N/A
482801,"March 13, 2013",California,Oceanside,"504 Calle Montecito",2,2,0,0,4,N/A
482771,"March 11, 2013","District of Columbia",Washington,"1200 North Capitol St NW",11,0,2,0,2,N/A
481237,"March 10, 2013",Missouri,"Kansas City","9331 Hillcrest Rd",5,0,0,0,0,N/A
481229,"March 7, 2013",Mississippi,Jackson,"2900 block of Greenwood Avenue",2,2,0,0,1,N/A
481220,"March 5, 2013",Indiana,Indianapolis,"1800 block of Edinburge Square",3,1,0,0,0,N/A
481213,"March 4, 2013",California,"Los Banos","800 block of La Mesa Lane",3,1,0,0,2,N/A
481208,"March 3, 2013",Michigan,Saginaw,"4030 Dixie Hwy",4,0,0,0,0,N/A
481198,"March 3, 2013",Georgia,Moultrie,"224 Second Street Northwest",2,2,0,0,2,N/A
481186,"March 2, 2013",Louisiana,Shreveport,"7000 block of Burlingame Boulevard",3,1,0,0,2,N/A
480443,"February 24, 2013",Georgia,Macon,"2800 block of Mercer University Drive",8,0,0,0,1,N/A
480407,"February 23, 2013",California,Lancaster,"43145 Business Center Parkway",4,0,0,0,0,N/A
480401,"February 22, 2013",Michigan,"Grand Rapids","1447 Grandville Ave. SW",4,0,0,0,1,N/A
480383,"February 21, 2013",Oklahoma,Tulsa,"1200 block of North 89th East Avenue",3,1,0,0,1,N/A
480358,"February 19, 2013",California,Orange,"Katella Avenue",3,3,0,1,0,N/A
480344,"February 12, 2013",Utah,Midvale,"8286 Adams Street and 450 West Street",1,3,0,1,2,N/A
480327,"February 11, 2013",Delaware,Wilmington,"500 North King St",2,2,0,1,0,N/A
480311,"February 11, 2013",California,Vallejo,"800 block of Humboldt Street",4,1,0,0,0,N/A
479603,"February 9, 2013",Louisiana,"New Orleans","400 block of Bourbon Street",4,0,0,0,3,N/A
479592,"February 7, 2013",Illinois,Chicago,"2500 block of East 75th Street",4,0,0,0,0,N/A
479580,"February 3, 2013",California,"Marysville (Linda)","5800 block of Poplar Avenue",3,1,0,0,3,N/A
479573,"February 2, 2013",Tennessee,Memphis,"2514 Mt Moriah Rd",5,0,0,0,1,N/A
479460,"January 26, 2013",Ohio,Springfield,"601 West Main Street",3,1,0,0,1,N/A
479554,"January 26, 2013","District of Columbia",Washington,"2403 Benning Road Northeast",5,0,0,0,0,N/A
479561,"January 26, 2013",Louisiana,Charenton,"1000 block of Flat Town Road",2,2,1,0,1,N/A
479413,"January 25, 2013",Missouri,"Saint Louis","W Florissant Ave and Riverview Blvd",3,1,0,0,0,N/A
491674,"January 23, 2013",Tennessee,Chattanooga,"1501 Dodds Ave",3,1,0,0,0,N/A
492151,"January 23, 2013",Maryland,Baltimore,"1500 block of W. Fayette St.",6,1,0,0,0,N/A
479389,"January 21, 2013",California,Brentwood,"1100 block of Breton Drive",4,0,0,0,0,N/A
479374,"January 21, 2013",Louisiana,"New Orleans","LaSalle Street and Martin Luther King Jr. Boulevard",5,0,0,0,0,N/A
479363,"January 19, 2013","New Mexico",Albuquerque,"2806 Long Lane",0,5,0,0,1,N/A
478948,"January 7, 2013",Oklahoma,Tulsa,"6000 block of South Owasso",0,4,0,0,2,N/A
461105,"January 1, 2013",Pennsylvania,Mckeesport,"Versailles Ave and Coursin St",4,0,0,0,1,N/A
460726,"January 1, 2013",California,Hawthorne,"13500 block of Cerise Avenue",3,1,0,0,0,N/A
